pathLength	endType	numberOfPause	stepsToFirstPause	pathString
23	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 72, 62]
21	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 92]
24	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 144, 62]
24	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 72, 62]
19	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 31]
18	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 15]
18	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 128, 92]
21	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 128, 125, 119, 144, 62]
21	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 128, 125, 119, 72, 62]
20	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 112, 119, 144, 62]
20	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 112, 119, 72, 62]
23	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 144, 62]
23	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 72, 62]
21	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 92]
24	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 144, 62]
24	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 72, 62]
19	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 31]
18	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 15]
18	bad	4	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 128, 92]
21	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 128, 125, 119, 144, 62]
21	good	5	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 128, 125, 119, 72, 62]
13	bad	2	2	[7, 55, 67, 105, 154, 34, 132, 117, 159, 70, 104, 84, 122]
9	bad	2	2	[7, 55, 67, 105, 154, 34, 132, 117, 47]
6	good	1	2	[7, 55, 67, 105, 93, 110]
8	bad	1	2	[7, 55, 67, 105, 93, 131, 104, 122]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 112, 119, 144, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 112, 119, 72, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 92]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 78, 31]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 149, 15]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 128, 92]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 128, 125, 119, 144, 62]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 99, 58, 128, 125, 119, 72, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 112, 119, 144, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 112, 119, 72, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 92]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 78, 31]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 149, 15]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 128, 92]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 128, 125, 119, 144, 62]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 66, 139, 58, 128, 125, 119, 72, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 112, 119, 144, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 112, 119, 72, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 92]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 78, 31]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 149, 15]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 128, 92]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 128, 125, 119, 144, 62]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 69, 58, 128, 125, 119, 72, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 112, 119, 144, 62]
16	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 112, 119, 72, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 92]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 78, 31]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 149, 15]
14	bad	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 128, 92]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 128, 125, 119, 144, 62]
17	good	5	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 48, 115, 58, 128, 125, 119, 72, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 112, 119, 144, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 112, 119, 72, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 92]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 78, 31]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 149, 15]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 128, 92]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 128, 125, 119, 144, 62]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 20, 58, 128, 125, 119, 72, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 112, 119, 144, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 112, 119, 72, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 92]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 78, 31]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 149, 15]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 128, 92]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 128, 125, 119, 144, 62]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 160, 45, 58, 128, 125, 119, 72, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 112, 119, 144, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 112, 119, 72, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 92]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 78, 31]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 149, 15]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 128, 92]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 128, 125, 119, 144, 62]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 135, 58, 128, 125, 119, 72, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 112, 119, 144, 62]
16	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 112, 119, 72, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 144, 62]
19	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 72, 62]
17	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 92]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 144, 62]
20	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 72, 62]
15	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 78, 31]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 149, 15]
14	bad	3	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 128, 92]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 128, 125, 119, 144, 62]
17	good	4	2	[7, 55, 67, 105, 93, 131, 104, 84, 29, 24, 40, 58, 128, 125, 119, 72, 62]
9	bad	1	2	[7, 55, 67, 105, 93, 131, 104, 84, 122]
7	good	3	2	[7, 55, 67, 49, 21, 11, 39]
7	good	3	2	[7, 55, 67, 49, 21, 11, 77]
8	good	3	2	[7, 55, 67, 49, 21, 96, 11, 39]
8	good	3	2	[7, 55, 67, 49, 21, 96, 11, 77]
9	good	3	2	[7, 55, 67, 49, 21, 96, 52, 11, 39]
9	good	3	2	[7, 55, 67, 49, 21, 96, 52, 11, 77]
11	good	2	2	[7, 55, 67, 49, 21, 96, 52, 138, 75, 106, 23]
10	bad	3	2	[7, 55, 67, 49, 21, 96, 52, 138, 75, 18]
12	good	2	2	[7, 55, 67, 49, 21, 96, 52, 138, 116, 158, 106, 23]
11	bad	3	2	[7, 55, 67, 49, 21, 96, 52, 138, 116, 158, 18]
10	good	3	2	[7, 55, 67, 49, 21, 96, 52, 138, 116, 30]
7	good	2	2	[7, 55, 67, 49, 150, 60, 39]
7	good	2	2	[7, 55, 67, 49, 150, 60, 77]
6	bad	1	2	[7, 55, 67, 49, 150, 33]
6	good	1	2	[7, 55, 67, 49, 142, 77]
6	good	1	2	[7, 55, 67, 49, 142, 39]
8	bad	1	6	[7, 55, 38, 12, 83, 136, 13, 86]
8	good	1	6	[7, 55, 38, 12, 83, 136, 13, 95]
8	bad	1	6	[7, 55, 38, 12, 83, 136, 13, 146]
8	bad	0	None	[7, 55, 38, 12, 83, 136, 61, 143]
11	bad	1	8	[7, 55, 38, 12, 83, 136, 61, 65, 59, 141, 118]
11	good	1	8	[7, 55, 38, 12, 83, 136, 61, 65, 59, 141, 103]
11	bad	1	8	[7, 55, 38, 12, 83, 136, 61, 65, 59, 141, 114]
11	bad	1	8	[7, 55, 38, 12, 83, 136, 61, 65, 59, 26, 137]
11	bad	1	8	[7, 55, 38, 12, 83, 136, 61, 65, 59, 26, 74]
11	good	1	8	[7, 55, 38, 12, 83, 136, 61, 65, 59, 26, 51]
8	good	1	7	[7, 55, 38, 12, 83, 136, 61, 54]
9	bad	1	7	[7, 55, 38, 12, 83, 136, 32, 13, 86]
9	good	1	7	[7, 55, 38, 12, 83, 136, 32, 13, 95]
9	bad	1	7	[7, 55, 38, 12, 83, 136, 32, 13, 146]
9	bad	1	7	[7, 55, 38, 12, 83, 113, 136, 13, 86]
9	good	1	7	[7, 55, 38, 12, 83, 113, 136, 13, 95]
9	bad	1	7	[7, 55, 38, 12, 83, 113, 136, 13, 146]
9	bad	0	None	[7, 55, 38, 12, 83, 113, 136, 61, 143]
12	bad	1	9	[7, 55, 38, 12, 83, 113, 136, 61, 65, 59, 141, 118]
12	good	1	9	[7, 55, 38, 12, 83, 113, 136, 61, 65, 59, 141, 103]
12	bad	1	9	[7, 55, 38, 12, 83, 113, 136, 61, 65, 59, 141, 114]
12	bad	1	9	[7, 55, 38, 12, 83, 113, 136, 61, 65, 59, 26, 137]
12	bad	1	9	[7, 55, 38, 12, 83, 113, 136, 61, 65, 59, 26, 74]
12	good	1	9	[7, 55, 38, 12, 83, 113, 136, 61, 65, 59, 26, 51]
9	good	1	8	[7, 55, 38, 12, 83, 113, 136, 61, 54]
10	bad	1	8	[7, 55, 38, 12, 83, 113, 136, 32, 13, 86]
10	good	1	8	[7, 55, 38, 12, 83, 113, 136, 32, 13, 95]
10	bad	1	8	[7, 55, 38, 12, 83, 113, 136, 32, 13, 146]
8	good	0	None	[7, 55, 38, 12, 83, 113, 73, 126]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 25, 111, 126]
11	bad	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 25, 111, 57]
10	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 25, 126]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 25, 98, 126]
10	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 111, 126]
10	bad	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 111, 57]
10	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 121, 126]
12	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 121, 25, 111, 126]
12	bad	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 121, 25, 111, 57]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 121, 25, 126]
12	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 121, 25, 98, 126]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 121, 98, 126]
10	good	0	None	[7, 55, 38, 12, 83, 113, 73, 148, 98, 126]
9	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 126]
12	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 25, 111, 126]
12	bad	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 25, 111, 57]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 25, 126]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 111, 126]
11	bad	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 111, 57]
11	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 121, 126]
13	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 121, 25, 111, 126]
13	bad	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 121, 25, 111, 57]
12	good	0	None	[7, 55, 38, 12, 83, 113, 73, 98, 148, 121, 25, 126]
7	good	0	None	[7, 55, 38, 12, 83, 73, 126]
10	good	0	None	[7, 55, 38, 12, 83, 73, 148, 25, 111, 126]
10	bad	0	None	[7, 55, 38, 12, 83, 73, 148, 25, 111, 57]
9	good	0	None	[7, 55, 38, 12, 83, 73, 148, 25, 126]
10	good	0	None	[7, 55, 38, 12, 83, 73, 148, 25, 98, 126]
9	good	0	None	[7, 55, 38, 12, 83, 73, 148, 111, 126]
9	bad	0	None	[7, 55, 38, 12, 83, 73, 148, 111, 57]
9	good	0	None	[7, 55, 38, 12, 83, 73, 148, 121, 126]
11	good	0	None	[7, 55, 38, 12, 83, 73, 148, 121, 25, 111, 126]
11	bad	0	None	[7, 55, 38, 12, 83, 73, 148, 121, 25, 111, 57]
10	good	0	None	[7, 55, 38, 12, 83, 73, 148, 121, 25, 126]
11	good	0	None	[7, 55, 38, 12, 83, 73, 148, 121, 25, 98, 126]
10	good	0	None	[7, 55, 38, 12, 83, 73, 148, 121, 98, 126]
9	good	0	None	[7, 55, 38, 12, 83, 73, 148, 98, 126]
8	good	0	None	[7, 55, 38, 12, 83, 73, 98, 126]
11	good	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 25, 111, 126]
11	bad	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 25, 111, 57]
10	good	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 25, 126]
10	good	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 111, 126]
10	bad	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 111, 57]
10	good	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 121, 126]
12	good	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 121, 25, 111, 126]
12	bad	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 121, 25, 111, 57]
11	good	0	None	[7, 55, 38, 12, 83, 73, 98, 148, 121, 25, 126]
11	good	0	None	[7, 55, 38, 12, 152, 87, 105, 107, 64, 120, 10]
12	good	1	11	[7, 55, 38, 12, 152, 87, 105, 107, 64, 120, 88, 56]
11	bad	2	9	[7, 55, 38, 12, 152, 87, 105, 107, 64, 17, 36]
11	bad	1	9	[7, 55, 38, 12, 152, 87, 105, 107, 64, 17, 81]
9	good	0	None	[7, 55, 38, 12, 152, 87, 105, 107, 129]
13	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 145, 130, 100]
14	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 145, 130, 44, 100]
12	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 145, 100]
13	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 145, 44, 100]
12	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 130, 100]
13	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 130, 44, 100]
11	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 100]
12	good	1	9	[7, 55, 38, 12, 152, 87, 105, 27, 153, 16, 44, 100]
12	good	1	10	[7, 55, 38, 12, 152, 87, 105, 27, 153, 89, 19, 79]
13	good	2	10	[7, 55, 38, 12, 152, 87, 105, 27, 153, 89, 37, 19, 79]
13	good	1	10	[7, 55, 38, 12, 152, 87, 105, 27, 153, 89, 37, 134, 79]
12	good	0	None	[7, 55, 38, 12, 152, 87, 105, 27, 153, 89, 134, 79]
19	good	2	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 41, 8, 76, 46, 85, 53, 91]
19	good	3	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 41, 8, 76, 46, 85, 53, 68]
17	bad	1	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 41, 8, 76, 46, 22]
17	bad	1	16	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 41, 8, 76, 82, 28]
16	bad	1	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 41, 8, 82, 28]
15	bad	1	14	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 41, 82, 28]
14	bad	1	13	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 157, 156, 82, 28]
19	good	2	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 41, 8, 76, 46, 85, 53, 91]
19	good	3	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 41, 8, 76, 46, 85, 53, 68]
17	bad	1	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 41, 8, 76, 46, 22]
17	bad	1	16	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 41, 8, 76, 82, 28]
16	bad	1	15	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 41, 8, 82, 28]
15	bad	1	14	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 41, 82, 28]
14	bad	1	13	[7, 55, 38, 12, 152, 87, 105, 27, 14, 63, 151, 156, 82, 28]
12	good	0	None	[7, 55, 38, 12, 152, 87, 105, 154, 9, 90, 147, 108]
13	good	0	None	[7, 55, 38, 12, 152, 87, 105, 154, 9, 90, 147, 94, 108]
11	good	0	None	[7, 55, 38, 12, 152, 87, 105, 154, 9, 90, 108]
12	good	0	None	[7, 55, 38, 12, 152, 87, 105, 154, 9, 90, 94, 108]
13	good	0	None	[7, 55, 38, 12, 152, 87, 105, 154, 9, 90, 94, 147, 108]
11	good	0	None	[7, 55, 38, 12, 152, 87, 105, 154, 9, 127, 140]
10	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 47]
11	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 47]
14	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 122]
22	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 112, 119, 144, 62]
22	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 112, 119, 72, 62]
25	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 92]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 31]
20	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 149, 15]
20	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 80, 104, 84, 29, 66, 99, 58, 128, 92]
